match_id,home_goals,away_goals,home_shots,away_shots,home_yellow,away_yellow,home_red,away_red
1512,3,1,18,5,1,1,0,0
1513,0,0,5,10,2,1,0,0
1514,2,2,10,10,3,4,0,0
1515,4,1,23,3,2,3,0,0
1516,1,0,8,8,3,2,0,0
1517,0,1,12,7,2,3,0,0
1518,2,2,8,10,1,1,0,0
1519,1,4,12,15,2,2,0,0
1520,1,2,27,10,1,2,0,0
1521,0,1,10,14,2,3,0,0
1522,0,1,12,12,3,3,0,0
1523,2,2,12,8,1,3,0,0
1524,1,3,7,17,1,1,0,0
1525,1,0,16,10,2,2,0,0
1526,2,0,18,6,6,1,0,0
1527,2,1,11,10,1,5,0,0
1528,0,0,22,5,0,2,0,0
1529,2,3,19,17,1,3,0,0
1530,0,6,9,12,2,4,0,0
1531,0,1,10,14,1,1,0,0
1532,1,2,11,12,2,1,0,0
1533,1,2,11,13,3,1,1,0
1534,0,2,6,8,0,2,0,0
1535,3,2,16,7,1,1,0,0
1536,1,2,17,16,1,1,0,0
1537,5,0,19,9,1,2,0,0
1538,2,1,12,14,1,2,0,0
1539,1,2,14,11,2,5,0,0
1540,2,0,17,8,2,2,0,0
1541,0,3,5,20,0,0,0,0
1542,1,2,12,14,1,2,0,0
1543,1,1,11,14,2,3,0,0
1544,2,1,9,10,3,7,0,1
1545,2,2,15,11,3,1,0,0
1546,1,1,21,12,4,4,0,0
1547,1,0,25,4,0,3,0,0
1548,2,2,10,12,1,0,0,0
1549,2,3,23,8,2,5,1,0
1550,2,0,15,11,3,2,0,0
1551,0,3,14,10,0,1,0,0
1552,1,1,8,18,1,2,0,0
1553,0,0,13,15,3,2,1,0
1554,0,0,10,4,0,1,0,0
1555,1,2,6,13,2,2,1,0
1556,2,0,7,17,4,5,0,1
1557,0,0,12,10,2,1,0,0
1558,1,1,12,17,4,3,1,0
1559,1,3,15,14,0,3,0,0
1560,1,1,24,6,1,2,0,0
1561,1,1,11,15,4,1,0,0
1562,0,0,12,4,1,2,0,0
1563,2,2,14,11,4,1,0,0
1564,1,0,14,9,2,3,0,0
1565,2,0,14,6,0,0,0,0
1566,0,1,7,17,4,1,0,0
1567,2,1,10,11,4,1,0,0
1568,1,1,17,17,1,1,0,0
1569,1,2,12,12,1,6,0,0
1570,2,2,12,14,0,0,0,0
1571,3,1,16,7,1,1,0,0
1572,2,3,15,6,4,2,0,0
1573,3,1,18,3,1,3,0,0
1574,2,0,15,13,0,2,0,0
1575,4,1,19,7,3,1,0,1
1576,1,1,20,6,3,3,0,1
1577,3,1,18,5,0,0,0,0
1578,1,1,19,7,2,3,0,0
1579,0,3,16,14,6,2,1,0
1580,4,1,11,6,2,4,1,1
1581,2,0,18,6,0,1,0,0
1582,1,2,15,5,2,3,0,0
1583,1,1,5,9,0,0,0,0
1584,2,1,14,5,0,0,0,0
1585,1,2,22,7,1,4,0,1
1586,0,4,17,9,0,2,0,0
1587,3,2,14,12,2,5,0,0
1588,1,2,10,16,2,2,0,0
1589,2,0,18,5,0,4,0,0
1590,1,1,9,21,1,1,0,0
1591,1,3,19,6,1,2,0,0
1592,1,1,22,5,0,3,0,0
1593,2,0,15,8,3,4,0,1
1594,0,1,9,12,2,3,0,0
1595,3,2,13,14,3,3,0,0
1596,2,1,7,17,3,1,0,0
1597,4,1,23,10,0,3,0,1
1598,1,1,10,16,0,2,0,0
1599,1,1,12,5,2,1,0,0
1600,1,2,15,11,0,0,0,0
1601,3,0,10,11,0,0,0,0
1602,1,2,16,8,3,1,0,0
1603,0,2,8,16,2,4,1,1
1604,1,1,10,6,2,2,0,0
1605,0,5,18,17,2,1,0,0
1606,2,1,14,9,0,0,0,0
1607,5,1,26,3,0,1,0,0
1608,0,0,6,8,0,2,0,0
1609,1,1,18,8,0,1,0,0
1610,0,1,12,13,2,3,0,0
1611,2,1,22,7,4,3,0,0
1612,3,2,23,8,0,4,0,0
1613,0,0,9,3,1,1,0,0
1614,2,2,12,6,2,2,0,0
1615,1,0,18,7,0,0,0,0
1616,0,2,5,8,3,2,0,0
1617,1,0,16,17,1,1,0,0
1618,0,0,8,19,2,2,0,0
1619,0,1,5,16,0,0,0,0
1620,3,0,17,16,0,0,0,0
1621,2,0,14,7,1,1,0,0
1622,0,1,10,12,1,3,0,0
1623,1,0,18,11,0,2,0,0
1624,2,0,4,16,2,1,0,0
1625,2,1,9,26,1,1,0,0
1626,0,0,9,9,4,2,0,0
1627,0,1,8,14,0,1,0,0
1628,2,1,8,13,1,3,0,0
1629,0,5,10,14,0,1,0,0
1630,1,0,7,8,3,3,0,0
1631,4,0,23,5,0,1,0,0
1632,2,1,14,8,1,2,0,0
1633,1,0,10,8,3,2,0,0
1634,0,0,18,8,1,2,0,0
1635,1,1,19,6,1,0,0,0
1636,1,0,20,9,1,1,0,0
1637,2,1,15,2,1,2,0,0
1638,1,1,5,7,1,3,0,0
1639,1,2,15,21,2,1,1,0
1640,0,2,9,13,2,2,0,0
1641,2,1,11,10,2,7,0,1
1642,2,0,27,5,1,0,0,0
1643,1,1,9,8,2,2,0,0
1644,1,1,12,11,2,3,0,0
1645,3,2,30,8,0,1,0,0
1646,2,3,11,16,2,1,0,0
1647,2,2,12,6,4,2,0,0
1648,0,1,3,16,0,0,0,0
1649,0,4,9,19,1,1,0,0
1650,2,1,19,7,1,2,0,0
1651,1,2,7,12,2,1,1,0
1652,1,1,10,15,2,4,0,0
1653,2,1,8,15,3,2,0,0
1654,2,1,9,15,3,3,0,1
1655,1,1,12,14,0,3,0,0
1656,1,0,13,16,1,0,0,0
1657,0,1,11,7,5,2,0,0
1658,0,2,16,14,3,3,1,1
1659,5,0,13,7,2,3,0,0
1660,3,0,9,11,2,3,0,0
1661,1,0,13,11,0,2,0,0
1662,0,0,13,15,2,1,0,0
1663,1,1,16,14,2,5,0,1
1664,1,0,9,9,3,2,0,0
1665,0,1,17,16,1,3,0,0
1666,0,1,6,13,4,1,0,0
1667,3,0,11,12,2,2,0,0
1668,1,0,12,9,0,3,0,0
1669,2,1,13,11,2,0,0,0
1670,2,1,8,17,2,2,0,0
1671,1,1,16,7,3,4,0,0
1672,0,0,6,10,2,1,0,0
1673,1,0,13,5,2,2,0,0
1674,2,2,19,15,4,3,0,0
1675,1,3,8,17,2,1,0,0
1676,2,2,8,20,2,3,0,0
1677,0,1,10,8,1,2,0,0
1678,0,0,7,7,0,4,0,0
1679,1,1,23,13,2,4,0,0
1680,1,1,11,11,1,1,0,0
1681,1,1,7,13,1,1,1,0
1682,1,1,12,6,1,3,0,0
1683,0,4,14,14,1,1,0,0
1684,3,1,13,8,0,1,0,0
1685,2,1,22,14,0,1,0,0
1686,1,0,9,10,5,3,1,0
1687,2,0,4,12,4,1,0,0
1688,1,0,15,10,1,3,0,0
1689,0,0,9,7,0,5,0,0
1690,1,1,12,9,4,2,0,0
1691,0,0,14,4,3,1,0,0
1692,3,0,17,12,1,1,0,0
1693,0,3,14,11,3,5,0,0
1694,0,1,8,16,4,2,0,0
1695,1,0,6,8,0,2,0,0
1696,1,0,12,8,2,3,0,0
1697,2,2,11,13,2,1,0,0
1698,0,1,12,11,0,1,0,0
1699,1,2,8,8,2,2,0,0
1700,0,2,8,15,3,1,1,1
1701,1,0,6,16,2,3,0,0
1702,2,0,10,10,2,2,0,0
1703,1,1,21,10,1,1,0,0
1704,1,0,14,4,2,1,0,0
1705,2,1,6,8,3,2,0,0
1706,0,1,17,19,1,2,0,0
1707,2,0,10,12,3,3,1,0
1708,2,0,8,9,0,3,0,0
1709,0,2,15,12,1,0,0,0
1710,2,2,14,7,1,3,0,0
1711,0,0,13,12,3,2,0,0
1712,0,2,6,6,2,1,1,0
1713,1,1,19,7,1,0,0,0
1714,1,2,8,11,1,2,0,0
1715,1,0,9,6,1,3,0,0
1716,0,1,9,8,2,0,0,0
1717,0,1,13,13,1,1,0,0
1718,1,1,9,6,1,3,0,0
1719,0,1,7,9,5,5,1,1
1720,0,4,13,15,1,2,0,0
1721,1,0,12,13,2,2,0,1
1722,1,2,11,10,1,5,0,0
1723,3,1,10,10,2,2,0,0
1724,3,1,19,9,1,3,0,0
1725,2,1,15,3,2,2,0,1
1726,1,1,19,8,5,4,0,1
1727,2,2,22,8,1,2,0,0
1728,0,2,17,12,1,3,0,0
1729,1,2,21,5,2,3,0,0
1730,1,1,6,11,4,0,0,0
1731,2,1,16,10,1,0,0,0
1732,2,1,4,5,1,4,0,0
1733,2,3,12,13,0,0,0,0
1734,3,0,20,10,1,1,0,0
1735,3,2,6,15,4,1,0,1
1736,2,2,10,12,1,3,0,0
1737,2,0,24,7,0,3,0,0
1738,1,0,10,10,1,1,0,0
1739,1,3,12,9,0,1,0,0
1740,0,0,6,7,2,2,0,0
1741,3,1,15,12,3,2,0,1
1742,1,1,16,12,2,3,0,0
1743,0,2,18,11,1,3,1,0
1744,2,0,18,4,2,1,0,0
1745,1,3,16,5,5,2,0,0
1746,2,0,21,6,0,1,0,0
1747,2,3,11,18,1,1,0,0
1748,1,2,14,5,2,2,0,0
1749,0,1,26,9,2,3,1,1
1750,0,2,11,15,1,1,0,0
1751,2,3,12,25,3,2,1,0
1752,2,3,12,15,1,2,0,0
